N,P,K,temperature,humidity,ph,rainfall,label
37.5,75.02,19.51,26.62,65.86,7.14,38.85,lentil
23.92,61.15,24.15,22.02,69.52,7.19,47.63,lentil
26.29,58.23,18.76,19.19,66.23,7.08,50.56,lentil
16.61,59.11,19.06,29.12,67.1,7.04,45.35,lentil
12.53,79.61,21.66,21.42,65.86,6.64,54.32,lentil
15.24,71.2,17.45,26.61,67.77,7.38,47.29,lentil
36.77,56.97,18.31,20.98,69.88,7.01,49.65,lentil
30.54,60.3,17.39,21.38,64.11,6.8,35.39,lentil
36.38,79.14,18.42,22.06,60.07,7.38,51.51,lentil
14.4,58.99,22.9,25.4,60.45,7.31,41.18,lentil
21.06,74.24,23.11,22.8,69.47,7.03,50.44,lentil
24.52,77.44,24.08,19.05,69.36,7.57,50.83,lentil
16.03,75.13,23.5,21.47,69.52,6.56,38.0,lentil
26.13,69.39,21.45,18.2,69.6,6.56,37.86,lentil
10.42,69.17,24.32,25.99,68.23,6.52,45.84,lentil
23.79,67.47,15.72,26.21,65.03,7.49,44.71,lentil
14.48,71.21,16.72,28.47,66.13,6.7,54.25,lentil
25.55,56.82,21.27,21.04,68.04,7.56,54.58,lentil
25.06,66.37,22.53,19.59,65.47,7.21,36.79,lentil
22.54,76.33,23.56,19.19,60.91,6.84,52.5,lentil
13.87,73.0,16.01,25.48,63.56,7.53,39.67,lentil
29.18,60.89,22.14,28.48,61.27,7.63,46.87,lentil
13.81,65.69,16.61,26.4,67.59,6.64,45.12,lentil
34.44,78.4,20.14,29.4,65.36,7.01,51.96,lentil
24.79,66.8,19.9,28.16,68.32,7.02,41.67,lentil
24.76,69.32,17.38,27.53,64.86,6.93,37.14,lentil
17.17,78.73,18.05,20.03,64.61,6.9,35.7,lentil
19.69,68.6,20.52,22.28,64.47,7.76,42.55,lentil
17.75,61.09,19.58,27.11,62.06,7.42,35.42,lentil
22.57,74.4,18.39,24.76,62.05,7.46,36.05,lentil
35.58,59.95,23.74,22.23,67.23,6.91,53.12,lentil
13.8,59.46,19.93,18.98,61.96,7.73,54.53,lentil
21.29,78.08,20.45,21.24,67.02,7.36,54.78,lentil
17.95,71.8,15.52,19.36,60.04,7.8,51.05,lentil
33.6,67.74,18.0,19.82,62.85,6.99,50.13,lentil
26.19,56.94,15.18,19.23,64.1,7.71,47.75,lentil
34.05,66.66,18.62,19.3,68.76,7.52,38.36,lentil
25.37,67.18,21.25,29.35,65.8,7.2,36.01,lentil
11.89,59.68,15.32,26.92,67.23,6.68,51.72,lentil
14.64,62.53,17.49,22.47,62.55,7.14,43.15,lentil
39.6,56.4,16.42,18.63,66.26,6.57,51.73,lentil
25.36,68.18,20.62,20.05,61.98,6.91,46.87,lentil
16.3,57.91,24.7,18.26,68.03,7.52,40.94,lentil
14.07,58.64,21.97,25.71,67.83,7.72,48.84,lentil
14.68,61.09,23.42,20.51,60.73,7.41,43.05,lentil
37.6,71.26,15.9,29.37,62.59,6.94,43.05,lentil
11.54,67.41,16.23,22.81,63.51,7.5,51.06,lentil
14.6,64.16,18.73,19.82,67.98,7.42,38.81,lentil
21.0,57.65,21.28,19.46,69.86,7.51,42.8,lentil
27.36,77.78,20.54,20.09,63.79,7.6,47.88,lentil
29.52,76.67,23.94,29.04,60.95,7.21,49.81,lentil
32.71,70.17,16.67,27.57,67.2,6.61,44.28,lentil
15.22,63.44,15.18,22.8,65.5,7.31,48.27,lentil
35.09,60.39,16.2,28.22,61.57,7.77,51.85,lentil
25.03,79.54,15.97,21.64,66.38,6.96,53.57,lentil
11.97,68.74,20.91,25.83,62.56,6.97,51.87,lentil
15.85,75.67,20.63,27.15,67.14,6.77,46.38,lentil
36.03,65.8,24.67,23.43,61.43,7.01,54.03,lentil
19.59,76.7,23.81,22.2,60.83,7.44,41.23,lentil
33.49,18.85,39.85,23.45,88.82,6.25,105.64,pomegranate
21.02,20.52,43.09,20.53,90.24,6.64,104.04,pomegranate
18.33,28.67,42.24,22.04,91.48,5.55,109.27,pomegranate
25.29,20.91,38.59,18.57,86.93,7.12,106.13,pomegranate
24.0,11.05,35.38,23.02,90.38,6.36,103.65,pomegranate
32.34,13.36,36.9,21.22,87.86,5.92,109.68,pomegranate
29.53,26.49,39.18,18.51,87.74,7.17,108.94,pomegranate
31.29,10.15,40.18,18.26,90.69,7.07,114.53,pomegranate
26.22,19.16,44.45,22.72,85.65,6.29,103.6,pomegranate
24.09,19.11,40.82,20.5,86.64,6.36,112.45,pomegranate
29.92,16.77,44.36,24.39,87.09,5.57,111.12,pomegranate
34.83,29.36,43.9,22.2,90.3,5.55,103.7,pomegranate
23.79,22.57,40.57,23.2,87.8,6.46,101.32,pomegranate
22.41,25.0,41.93,24.93,87.78,6.35,104.94,pomegranate
23.22,27.14,41.84,24.18,87.04,6.98,100.9,pomegranate
36.66,16.58,38.15,21.58,94.41,5.58,105.28,pomegranate
35.7,17.92,36.99,20.97,88.86,7.06,111.43,pomegranate
25.15,29.77,39.65,18.41,87.62,6.24,102.35,pomegranate
38.43,25.34,37.68,22.14,92.21,7.1,113.22,pomegranate
25.46,25.49,40.62,21.87,86.15,5.71,107.94,pomegranate
18.07,10.42,42.23,18.23,90.95,6.42,114.53,pomegranate
24.53,11.27,40.52,23.89,94.97,6.23,104.8,pomegranate
37.2,13.82,41.15,20.84,85.41,6.09,103.98,pomegranate
30.58,28.98,37.68,23.68,85.55,6.41,101.06,pomegranate
38.02,25.33,41.58,23.77,91.48,7.15,110.71,pomegranate
37.74,20.34,36.17,21.7,86.27,6.51,107.24,pomegranate
28.68,10.2,36.95,21.44,94.51,6.15,106.37,pomegranate
31.44,22.08,37.99,20.88,87.18,7.14,101.96,pomegranate
21.16,10.52,37.22,23.46,87.01,5.64,107.12,pomegranate
10.3,11.7,43.08,23.4,94.15,6.95,110.25,pomegranate
11.57,25.66,43.46,23.59,90.08,5.9,112.68,pomegranate
31.81,29.62,36.56,19.58,87.12,6.85,102.8,pomegranate
12.0,29.97,35.25,23.85,88.65,6.93,108.32,pomegranate
37.05,28.52,35.09,18.53,87.5,6.64,113.32,pomegranate
23.8,22.14,36.88,23.63,94.67,5.96,107.42,pomegranate
12.58,21.18,40.03,19.01,89.42,6.07,107.83,pomegranate
27.57,10.17,42.61,22.99,88.66,5.59,111.32,pomegranate
38.66,14.8,38.24,19.29,90.77,5.76,105.34,pomegranate
30.91,21.2,38.86,20.94,90.62,5.51,101.18,pomegranate
36.44,11.56,42.07,24.44,87.71,6.13,108.53,pomegranate
36.45,28.84,42.4,18.61,91.69,6.2,107.06,pomegranate
11.47,13.82,42.91,21.18,88.02,6.15,112.82,pomegranate
32.47,15.45,36.18,19.76,94.21,6.49,108.0,pomegranate
27.89,17.32,43.07,21.66,86.17,5.72,108.05,pomegranate
38.1,16.17,43.7,23.35,87.48,5.56,101.53,pomegranate
31.85,13.99,38.71,21.51,92.25,5.69,106.1,pomegranate
24.55,20.82,43.18,19.2,93.08,6.68,108.34,pomegranate
30.99,18.24,36.38,22.66,90.25,6.59,105.07,pomegranate
37.21,21.75,35.85,21.15,92.56,6.85,107.42,pomegranate
36.84,15.35,39.11,24.29,93.96,6.67,112.88,pomegranate
12.66,27.3,38.21,19.25,87.39,6.21,103.77,pomegranate
19.62,12.7,37.96,22.01,89.42,6.09,111.2,pomegranate
36.81,25.14,38.32,23.21,86.52,5.72,105.18,pomegranate
34.23,14.93,35.63,18.92,93.59,6.58,103.8,pomegranate
26.66,20.55,41.55,19.63,93.64,6.03,110.41,pomegranate
10.48,17.45,38.52,21.8,85.73,6.84,103.27,pomegranate
30.31,26.06,40.62,23.19,91.62,6.1,112.13,pomegranate
18.84,21.42,42.45,20.65,88.03,6.28,112.27,pomegranate
37.9,20.9,41.61,24.32,85.99,5.89,110.63,pomegranate
34.71,27.14,39.15,18.63,89.38,5.89,104.37,pomegranate
33.17,11.51,43.28,20.99,90.96,5.65,105.06,pomegranate
12.69,29.23,43.07,21.22,87.24,7.09,105.17,pomegranate
14.83,21.26,44.44,18.03,87.38,7.1,102.57,pomegranate
13.4,21.4,43.62,21.34,94.95,6.65,101.11,pomegranate
39.78,18.16,37.87,21.91,88.04,5.65,100.02,pomegranate
23.49,26.74,40.72,24.99,87.87,5.98,102.4,pomegranate
14.92,15.7,42.93,24.34,94.75,5.89,113.22,pomegranate
19.85,12.26,43.7,22.45,86.65,6.23,104.31,pomegranate
32.1,19.07,44.89,18.38,88.55,6.32,107.55,pomegranate
19.48,24.58,43.75,24.57,93.05,6.95,108.26,pomegranate
34.78,16.07,38.98,20.22,89.67,5.99,114.42,pomegranate
19.39,11.96,40.27,18.4,86.11,5.87,106.97,pomegranate
23.0,25.99,42.39,20.98,88.34,6.04,111.61,pomegranate
11.56,10.26,42.96,21.34,86.31,5.9,113.99,pomegranate
35.79,24.2,39.82,21.64,94.75,7.14,103.23,pomegranate
34.33,13.94,37.14,22.73,89.05,7.08,101.34,pomegranate
25.35,28.37,44.04,19.1,88.67,6.55,102.39,pomegranate
39.04,28.29,36.67,18.85,85.85,7.05,102.9,pomegranate
22.49,18.98,40.99,18.5,87.27,7.08,113.63,pomegranate
33.44,10.39,38.27,22.4,87.75,7.05,109.51,pomegranate
12.16,28.18,44.58,18.54,90.32,6.02,105.89,pomegranate
15.39,21.56,44.58,21.52,85.83,6.55,105.1,pomegranate
35.68,18.69,36.93,19.34,92.69,5.95,111.51,pomegranate
16.18,16.43,39.65,24.6,94.32,5.85,105.37,pomegranate
14.48,20.2,39.61,24.31,94.3,6.15,107.38,pomegranate
36.89,26.13,35.04,20.24,89.22,5.89,102.99,pomegranate
11.13,22.87,37.63,18.37,87.31,6.86,112.77,pomegranate
24.49,18.32,44.78,19.4,87.15,6.0,102.59,pomegranate
21.38,28.22,41.15,20.88,94.34,5.58,103.15,pomegranate
26.98,22.31,35.4,20.82,91.49,6.69,109.57,pomegranate
19.62,11.87,39.27,18.9,94.48,6.31,104.76,pomegranate
32.99,19.96,38.1,23.68,93.67,6.64,100.7,pomegranate
26.99,25.27,36.37,19.6,93.82,5.53,111.29,pomegranate
24.21,18.94,35.07,23.74,88.6,6.42,110.16,pomegranate
31.08,29.12,40.31,20.8,94.54,6.59,104.47,pomegranate
13.79,26.85,38.62,22.62,89.71,5.84,109.03,pomegranate
11.82,18.27,40.47,21.05,92.49,6.91,111.57,pomegranate
11.16,13.88,40.37,24.54,93.35,6.93,104.55,pomegranate
22.88,19.41,36.57,18.22,94.47,5.91,103.6,pomegranate
12.5,28.57,40.8,22.67,94.12,6.09,109.32,pomegranate
91.16,74.67,53.31,28.83,78.51,5.88,106.01,banana
90.01,76.03,47.08,26.25,83.06,5.78,95.75,banana
105.13,91.64,47.41,25.39,78.56,6.25,106.52,banana
114.5,93.99,52.93,28.02,79.93,5.54,119.53,banana
101.5,73.81,51.67,26.42,80.86,6.09,103.37,banana
115.08,76.62,49.49,27.69,81.64,6.28,101.84,banana
109.38,73.77,54.33,26.92,82.3,5.52,96.16,banana
104.61,91.96,50.27,29.65,79.84,5.99,93.59,banana
114.08,76.17,54.0,29.55,84.43,6.02,110.31,banana
113.36,73.28,51.01,25.17,79.98,5.65,95.49,banana
100.95,80.81,51.23,25.37,80.04,5.68,107.22,banana
109.12,83.92,52.38,26.68,82.65,5.93,104.53,banana
109.44,70.46,51.54,28.09,78.1,5.59,92.73,banana
117.7,87.23,46.27,26.78,80.92,6.34,91.31,banana
97.1,92.24,45.09,26.01,84.59,6.11,97.85,banana
92.01,70.7,47.45,29.41,79.16,6.22,117.55,banana
102.24,74.78,50.17,29.54,83.04,5.57,110.78,banana
107.16,92.69,46.22,27.67,83.79,5.91,104.46,banana
92.11,76.95,48.25,29.73,77.83,5.96,110.14,banana
94.87,82.16,52.39,29.33,81.26,6.17,93.79,banana
118.37,73.31,52.75,26.32,84.34,6.22,112.61,banana
96.57,81.08,51.18,28.85,76.04,6.46,116.71,banana
98.11,90.57,50.18,27.31,78.14,6.08,111.9,banana
102.33,85.73,51.99,28.56,75.52,6.36,103.75,banana
97.87,76.04,49.83,29.43,78.78,6.25,92.9,banana
104.28,94.79,52.7,26.05,80.01,5.73,102.29,banana
113.4,89.28,47.28,29.61,80.93,5.88,105.06,banana
108.15,84.0,49.86,27.52,76.76,6.31,106.25,banana
93.93,89.15,54.32,29.74,78.69,5.64,105.55,banana
93.38,93.35,46.84,26.26,79.07,5.88,113.84,banana
103.69,74.27,47.67,27.55,76.47,6.11,106.97,banana
111.44,93.44,54.12,29.73,77.45,5.63,99.07,banana
116.85,94.3,53.59,25.55,84.47,5.92,90.28,banana
103.27,71.15,50.44,26.69,79.73,6.11,116.06,banana
109.86,80.85,53.19,29.53,76.2,6.03,98.54,banana
91.41,86.71,53.63,25.81,83.12,6.35,117.43,banana
97.96,92.6,48.21,27.76,75.51,5.54,111.61,banana
103.33,76.41,46.9,28.35,75.0,6.31,92.38,banana
95.74,79.66,49.85,26.77,78.21,6.46,109.25,banana
90.7,80.75,53.75,26.51,75.95,6.26,108.18,banana
107.11,71.34,46.4,28.11,77.08,6.0,106.35,banana
98.51,93.71,53.42,28.61,75.78,5.61,104.78,banana
94.82,94.46,46.59,27.44,78.64,6.14,93.87,banana
102.91,76.87,53.88,25.2,84.14,6.33,98.93,banana
113.68,70.78,54.67,27.63,78.03,5.86,91.99,banana
119.68,70.98,51.55,27.21,84.49,5.75,105.96,banana
104.47,87.57,45.68,25.97,77.15,6.24,95.67,banana
107.2,75.38,53.62,29.71,80.18,5.85,97.02,banana
91.49,76.71,51.54,27.67,84.44,5.9,110.82,banana
104.68,82.81,47.68,27.27,79.71,6.21,118.22,banana
99.88,71.06,49.96,27.72,76.68,6.26,119.55,banana
118.37,74.93,53.75,28.52,79.54,6.04,115.49,banana
104.4,79.33,49.93,27.9,76.89,6.4,110.23,banana
109.0,72.49,51.04,25.6,75.79,6.03,102.08,banana
107.66,72.23,49.31,25.87,84.87,6.06,110.62,banana
99.76,72.37,54.76,26.43,79.24,6.15,90.74,banana
114.31,83.41,47.78,25.31,76.62,6.4,110.58,banana
97.5,71.64,51.91,27.86,79.05,5.86,96.5,banana
110.09,94.27,46.76,27.99,79.24,5.95,97.62,banana
114.75,82.13,50.43,26.52,76.82,5.59,111.42,banana
95.89,87.25,48.9,27.08,79.69,5.87,93.02,banana
99.29,86.59,51.66,26.43,79.6,5.69,96.31,banana
90.69,92.42,47.11,26.14,77.8,5.63,109.18,banana
92.25,73.36,51.45,26.7,82.08,6.06,97.68,banana
109.52,72.91,50.36,27.19,77.68,6.1,116.14,banana
119.97,85.19,49.05,26.13,77.57,5.98,101.02,banana
117.41,79.21,48.73,26.92,83.37,6.15,108.43,banana
100.02,90.45,45.38,29.35,80.13,5.9,104.92,banana
110.02,70.32,53.72,27.23,78.43,5.64,103.18,banana
104.89,80.09,51.79,27.1,84.61,6.1,114.22,banana
93.28,79.93,48.37,27.85,83.61,5.58,92.18,banana
115.51,75.32,51.69,27.71,83.33,5.63,93.89,banana
106.7,93.66,49.15,26.63,81.07,6.43,115.11,banana
119.86,70.56,46.13,28.05,83.21,5.79,97.18,banana
113.61,71.41,48.69,27.53,80.6,6.23,100.65,banana
108.38,84.63,50.48,28.2,77.59,5.58,93.58,banana
96.74,82.5,53.4,28.51,82.89,5.85,102.14,banana
101.81,74.8,45.61,27.95,84.89,5.67,91.4,banana
113.39,76.31,53.3,28.52,84.46,5.91,109.86,banana
103.95,85.76,49.5,25.94,80.08,6.03,114.32,banana
112.07,86.59,46.13,28.6,80.0,6.39,117.6,banana
91.65,90.52,45.38,26.84,80.42,5.65,112.39,banana
90.25,74.21,50.81,28.57,84.17,6.21,110.15,banana
101.83,70.03,46.2,27.67,81.75,5.92,111.92,banana
105.66,71.85,46.92,29.2,82.25,6.39,93.53,banana
119.71,75.24,45.12,29.99,77.81,6.17,95.3,banana
107.41,92.6,48.2,28.35,76.88,6.12,100.09,banana
96.34,77.83,46.79,29.51,78.97,5.75,103.45,banana
99.62,88.61,54.71,27.19,83.61,6.07,94.72,banana
110.72,82.84,51.51,29.45,79.4,6.4,112.52,banana
104.66,85.08,48.26,29.92,81.67,5.54,99.8,banana
108.7,71.41,45.24,27.25,78.33,5.94,97.88,banana
94.94,87.23,50.15,26.0,78.2,6.09,92.17,banana
94.42,71.83,53.12,28.76,82.53,6.22,110.08,banana
104.31,86.06,45.38,28.11,82.78,6.0,100.73,banana
98.32,86.07,51.93,29.35,78.42,6.27,106.84,banana
116.49,83.2,50.18,27.89,82.49,6.46,92.21,banana
91.6,93.44,50.3,28.07,79.82,5.59,113.04,banana
112.42,77.79,48.06,29.19,75.72,6.38,97.7,banana
107.79,93.4,51.78,27.07,81.9,5.84,98.32,banana
39.9,33.77,31.45,30.2,45.49,4.58,96.08,mango
32.86,28.43,33.41,27.3,48.67,5.09,93.95,mango
12.17,38.85,27.23,35.3,49.26,6.96,96.08,mango
37.92,15.13,32.48,35.13,46.4,4.74,93.49,mango
38.01,28.56,30.27,28.27,45.01,6.53,86.75,mango
29.02,37.87,27.09,32.99,45.79,6.01,88.28,mango
32.08,22.53,29.63,32.39,46.71,6.35,91.05,mango
29.87,18.96,31.88,28.15,49.25,5.12,99.97,mango
17.86,37.04,33.92,28.77,51.14,4.72,92.83,mango
31.4,31.49,31.25,29.54,48.78,4.76,99.38,mango
25.12,32.72,27.49,29.92,48.34,4.56,91.82,mango
34.1,37.43,30.18,31.1,45.31,6.7,85.26,mango
38.34,27.23,28.42,35.32,45.24,5.95,95.98,mango
16.58,25.72,31.52,33.54,45.01,6.84,88.29,mango
17.01,21.59,25.38,28.11,54.86,5.29,87.31,mango
13.21,32.99,33.55,29.31,45.21,5.06,86.13,mango
13.1,25.79,27.3,31.64,47.53,6.85,103.12,mango
27.0,23.86,28.81,30.71,52.28,5.63,102.13,mango
38.32,23.4,30.61,27.86,47.0,5.53,89.12,mango
36.3,18.96,29.56,32.45,51.92,5.46,102.38,mango
27.05,25.99,25.67,31.18,53.21,6.04,101.64,mango
24.82,17.96,25.14,29.73,51.98,6.48,90.92,mango
24.87,25.53,29.11,29.08,46.36,4.99,86.11,mango
15.94,15.23,31.27,29.85,54.73,4.98,91.92,mango
20.74,15.21,33.39,27.29,54.4,6.73,95.71,mango
26.31,31.34,28.87,32.83,45.45,4.64,94.14,mango
26.49,37.2,26.05,34.4,47.1,5.49,91.33,mango
22.0,18.76,30.04,34.21,49.42,5.73,101.98,mango
31.18,27.26,27.58,34.96,50.77,5.05,90.38,mango
34.09,16.1,34.92,28.17,52.96,5.49,94.84,mango
36.42,25.32,30.37,27.44,45.02,5.11,98.61,mango
13.64,17.84,29.11,32.83,52.12,4.95,86.59,mango
38.21,21.52,33.53,34.77,52.73,4.92,101.44,mango
33.08,29.92,28.37,29.36,46.22,5.77,96.71,mango
20.78,26.88,28.64,32.77,54.01,4.91,92.63,mango
14.23,30.62,32.29,35.39,47.79,6.88,86.27,mango
28.09,16.43,33.94,31.77,51.69,6.58,88.01,mango
11.16,36.97,28.15,28.16,49.68,6.0,85.62,mango
18.25,15.82,29.2,35.06,54.83,6.09,88.23,mango
37.18,27.91,26.54,35.3,52.57,6.33,99.18,mango
16.01,20.28,31.88,28.98,49.39,6.46,100.68,mango
23.6,34.8,33.39,32.89,47.28,5.19,91.3,mango
13.5,21.83,27.1,31.1,54.08,4.76,99.41,mango
30.62,17.39,34.23,32.12,48.64,6.39,90.15,mango
30.81,15.99,33.39,31.03,51.37,5.05,98.54,mango
33.17,26.83,31.18,31.11,53.94,5.74,101.84,mango
34.04,25.26,27.3,30.65,53.26,5.07,95.49,mango
34.18,23.84,31.42,29.21,46.09,6.49,86.98,mango
18.14,36.38,28.46,35.76,54.8,5.17,85.82,mango
31.15,26.27,26.01,33.37,45.31,6.68,87.77,mango
13.82,19.39,34.6,33.24,53.01,5.49,91.73,mango
17.03,27.02,30.52,32.69,47.57,6.87,88.4,mango
38.97,15.37,29.81,30.0,49.49,5.93,93.71,mango
22.45,33.32,31.86,34.5,47.5,6.02,96.7,mango
21.09,27.15,28.14,28.28,47.14,4.76,98.66,mango
29.82,38.77,32.3,27.47,53.84,6.66,93.87,mango
27.58,39.4,30.32,35.15,45.83,4.98,93.82,mango
27.54,35.41,34.88,30.5,45.47,6.5,97.09,mango
15.96,27.37,32.42,33.93,50.0,5.26,104.47,mango
29.9,25.21,27.8,33.58,47.42,4.93,95.6,mango
18.7,30.72,26.18,32.89,47.83,4.5,87.54,mango
38.01,36.68,27.34,34.01,51.09,6.93,92.47,mango
30.44,16.59,28.96,35.67,50.39,5.22,87.41,mango
31.11,31.12,28.74,35.56,45.22,5.26,103.42,mango
19.63,21.31,30.34,34.41,46.03,6.86,100.9,mango
15.44,32.8,28.85,30.62,52.83,6.91,87.53,mango
22.62,27.02,28.76,30.27,45.52,6.21,93.72,mango
15.84,35.4,33.03,31.38,47.98,6.1,90.76,mango
17.08,33.26,25.4,27.85,45.07,4.88,86.38,mango
39.87,22.22,26.49,29.17,54.36,5.8,92.3,mango
36.2,24.87,28.35,28.87,48.78,5.29,98.55,mango
18.69,29.43,25.66,28.72,49.07,6.84,92.55,mango
29.92,21.38,26.27,27.53,48.05,4.89,88.48,mango
32.82,15.4,30.58,30.42,50.07,5.91,91.27,mango
18.85,33.34,33.71,28.73,45.98,6.74,92.0,mango
26.54,23.99,26.26,32.3,50.25,5.01,94.04,mango
33.91,29.76,25.97,31.93,52.03,6.48,97.58,mango
14.58,32.75,31.77,27.22,49.12,5.33,98.39,mango
16.48,29.77,34.13,34.18,54.21,6.95,85.21,mango
28.68,25.32,33.6,29.27,54.81,6.03,100.87,mango
12.57,19.59,32.58,27.2,53.17,4.53,98.14,mango
20.95,30.29,31.96,30.08,46.08,4.67,96.78,mango
25.62,33.56,30.1,30.8,48.98,4.57,91.71,mango
39.28,36.84,28.29,32.29,53.47,5.6,85.36,mango
12.24,27.76,34.69,33.24,45.71,4.97,100.43,mango
35.24,30.44,31.44,27.26,53.29,6.47,90.18,mango
31.26,20.37,25.4,28.81,46.79,5.34,93.37,mango
25.26,26.92,27.71,27.26,51.05,5.49,90.97,mango
36.01,33.67,33.58,31.45,46.31,6.24,89.12,mango
23.24,16.63,33.25,28.13,54.03,6.66,94.29,mango
32.33,30.49,33.03,30.89,52.86,5.66,103.82,mango
24.59,26.57,32.85,34.39,50.54,4.95,94.36,mango
39.04,33.82,33.11,27.3,49.68,6.12,101.6,mango
11.48,36.31,30.48,28.78,48.17,5.2,95.62,mango
11.55,18.96,33.13,28.19,47.33,5.63,95.34,mango
32.91,26.18,32.9,32.57,46.13,4.89,93.74,mango
21.91,33.59,30.81,30.49,46.71,5.07,96.51,mango
22.7,27.87,26.71,32.97,53.53,5.14,94.83,mango
39.27,23.33,30.95,27.81,51.06,4.72,104.18,mango
31.47,34.7,32.04,32.31,49.5,6.65,104.14,mango
24.97,143.29,200.83,26.31,82.27,5.71,65.04,grapes
17.25,132.74,198.8,23.25,84.9,5.85,69.52,grapes
14.01,121.2,202.75,27.4,83.8,5.65,70.72,grapes
17.61,125.7,195.12,12.43,81.55,5.62,74.86,grapes
19.26,123.26,196.99,27.98,80.32,6.36,74.61,grapes
17.4,131.25,195.22,29.78,82.07,5.77,67.07,grapes
29.62,130.41,196.8,31.43,82.83,6.36,66.17,grapes
33.57,136.84,196.15,31.62,82.21,6.44,66.42,grapes
29.29,129.55,204.57,19.22,84.81,6.4,67.7,grapes
34.11,144.89,197.53,22.85,82.6,5.79,65.15,grapes
16.6,127.05,199.44,13.82,84.37,6.2,65.85,grapes
29.5,136.34,204.56,8.1,81.24,6.43,74.32,grapes
31.62,139.14,195.91,25.47,81.16,5.68,73.1,grapes
14.05,131.72,204.39,14.32,84.89,6.49,70.56,grapes
15.1,127.9,199.24,18.52,81.4,6.47,66.53,grapes
32.0,120.01,200.96,39.14,81.44,5.69,71.52,grapes
31.38,137.2,198.19,16.57,84.78,6.42,69.57,grapes
35.39,131.31,199.24,13.33,82.13,6.04,65.23,grapes
23.32,139.53,201.8,29.6,84.55,5.52,70.57,grapes
33.62,133.53,198.24,12.63,84.44,5.97,73.78,grapes
27.58,136.85,203.04,30.41,81.99,6.01,73.03,grapes
21.21,129.7,195.96,39.1,80.46,6.15,69.13,grapes
22.17,136.99,195.67,28.19,83.86,6.33,66.71,grapes
36.92,136.4,203.82,24.5,82.71,6.42,74.0,grapes
23.44,126.86,198.93,21.18,81.43,5.77,73.61,grapes
12.1,136.94,196.73,19.71,80.31,5.77,72.68,grapes
36.55,125.54,199.64,23.99,84.37,6.26,70.13,grapes
30.12,141.18,195.1,21.7,84.54,6.24,70.43,grapes
25.89,128.69,200.21,30.28,82.09,6.21,73.61,grapes
14.64,131.29,199.08,31.37,81.25,6.14,73.77,grapes
22.54,142.78,204.93,11.61,81.17,6.45,74.58,grapes
12.93,120.37,196.61,41.86,80.9,6.0,73.48,grapes
10.61,135.11,197.77,37.32,81.42,6.19,71.74,grapes
16.64,120.87,199.09,17.83,84.04,6.3,69.57,grapes
28.2,135.11,203.27,22.45,81.38,5.77,70.36,grapes
23.47,131.0,195.91,32.43,81.07,5.7,69.13,grapes
16.83,134.6,198.71,23.26,82.69,5.7,66.56,grapes
36.41,130.84,199.12,9.21,82.49,6.05,70.59,grapes
31.21,124.44,197.52,35.56,84.74,5.64,69.98,grapes
16.43,121.5,198.26,12.89,83.55,6.03,66.44,grapes
10.28,140.2,196.76,28.61,81.68,6.09,68.16,grapes
12.61,125.57,196.88,22.55,83.29,5.76,65.12,grapes
25.57,135.14,204.63,28.04,82.36,6.07,74.28,grapes
34.85,128.07,197.37,16.93,82.52,6.24,70.03,grapes
12.03,138.09,203.06,17.84,83.32,5.93,73.89,grapes
35.36,133.14,201.92,38.03,82.48,5.81,72.54,grapes
16.6,129.71,203.66,32.63,82.02,5.71,68.56,grapes
18.52,124.4,202.43,16.57,82.27,5.89,74.82,grapes
21.73,122.0,195.9,28.09,83.0,5.92,69.32,grapes
11.62,132.91,200.05,13.08,80.52,5.62,66.01,grapes
28.29,124.91,197.51,13.9,84.79,6.35,67.3,grapes
19.83,125.25,199.92,8.67,83.36,6.02,73.99,grapes
14.93,140.1,202.92,12.32,81.99,5.67,67.55,grapes
17.9,133.91,199.11,40.22,80.63,6.47,67.31,grapes
33.19,128.47,196.43,37.17,81.54,6.16,70.66,grapes
24.15,132.4,202.32,10.98,83.34,6.4,65.58,grapes
14.22,137.92,199.37,21.72,80.68,6.01,66.27,grapes
24.3,139.09,197.58,24.35,84.96,6.19,73.41,grapes
22.45,139.2,195.41,12.18,81.02,5.9,73.46,grapes
20.39,136.37,202.09,27.93,81.79,6.08,68.42,grapes
12.52,144.82,196.27,10.46,84.39,5.8,71.5,grapes
19.87,129.79,197.62,19.66,82.05,6.22,70.12,grapes
38.31,121.05,200.03,27.86,84.6,5.55,70.73,grapes
35.61,126.05,203.76,8.65,83.66,6.43,71.57,grapes
23.17,121.12,204.2,23.99,80.14,6.19,69.82,grapes
13.73,125.36,195.64,27.53,83.11,6.01,73.17,grapes
35.83,135.39,195.13,31.64,82.09,6.07,71.49,grapes
20.51,142.93,196.34,30.83,80.02,6.42,66.13,grapes
12.85,128.33,198.74,15.29,82.93,5.94,65.34,grapes
19.59,140.26,201.9,32.65,83.49,5.81,66.0,grapes
18.17,140.79,204.8,24.79,80.05,5.64,68.22,grapes
27.36,121.88,204.43,20.41,84.56,6.28,72.55,grapes
28.2,135.67,201.38,29.38,82.77,6.49,72.32,grapes
33.31,141.81,197.16,10.85,82.41,6.01,73.29,grapes
23.31,134.27,200.27,9.3,83.08,6.33,66.58,grapes
27.83,134.84,196.64,12.2,84.9,5.89,67.27,grapes
15.14,136.69,201.09,29.88,80.44,6.39,68.89,grapes
